,Unnamed: 0,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime
1759,1760,Standard Class,255.76,4,0.0,81.8432,Consumer,West,California,Furnishings                                       ,Furniture,26,Sonntag,7,2015,1,Samstag,8,2015,6
1760,1761,Standard Class,127.88,2,0.0,40.9216,Home Office,South,Virginia,Furnishings                                       ,Furniture,14,Samstag,3,2015,19,Donnerstag,3,2015,5
1761,1762,Standard Class,409.216,8,0.2,61.3824,Corporate,West,Oregon,Furnishings                                       ,Furniture,19,Montag,9,2016,25,Sonntag,9,2016,6
1762,1763,Standard Class,191.82,3,0.0,61.3824,Consumer,East,Massachusetts,Furnishings                                       ,Furniture,18,Freitag,9,2015,23,Mittwoch,9,2015,5
1763,1764,Second Class,19.312,2,0.2,3.1382,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,2,Sonntag,8,2015,4,Dienstag,8,2015,2
1764,1765,Standard Class,383.64,6,0.0,122.7648,Consumer,West,California,Furnishings                                       ,Furniture,13,Sonntag,12,2015,17,Donnerstag,12,2015,4
1765,1766,Standard Class,191.82,3,0.0,61.3824,Consumer,East,New York,Furnishings                                       ,Furniture,2,Mittwoch,9,2015,8,Dienstag,9,2015,6
1766,1767,First Class,9.656,1,0.2,1.5691,Home Office,South,Tennessee,Furnishings                                       ,Furniture,2,Sonntag,10,2016,5,Mittwoch,10,2016,3
1767,1768,Standard Class,60.35,5,0.0,19.9155,Corporate,East,New York,Furnishings                                       ,Furniture,13,Sonntag,12,2015,18,Freitag,12,2015,5
1768,1769,Standard Class,72.42,6,0.0,23.8986,Home Office,East,Rhode Island,Furnishings                                       ,Furniture,3,Donnerstag,12,2015,9,Mittwoch,12,2015,6
1769,1770,Second Class,303.92,5,0.2,-30.392,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,20,Sonntag,12,2015,22,Dienstag,12,2015,2
1770,1771,Second Class,182.352,3,0.2,-18.2352,Consumer,East,Ohio,Furnishings                                       ,Furniture,27,Freitag,12,2013,1,Mittwoch,1,2014,5
1771,1772,Standard Class,364.704,6,0.2,-36.4704,Consumer,West,Arizona,Furnishings                                       ,Furniture,15,Sonntag,6,2014,20,Freitag,6,2014,5
1772,1773,Standard Class,151.96,5,0.6,-182.352,Consumer,Central,Illinois,Furnishings                                       ,Furniture,28,Freitag,11,2014,3,Mittwoch,12,2014,5
1773,1774,Standard Class,96.96,6,0.0,33.936,Consumer,West,California,Furnishings                                       ,Furniture,2,Sonntag,11,2014,6,Donnerstag,11,2014,4
1774,1775,Standard Class,51.711999999999996,8,0.6,-32.32,Corporate,Central,Texas,Furnishings                                       ,Furniture,9,Freitag,10,2015,15,Donnerstag,10,2015,6
1775,1776,Second Class,38.784,3,0.2,7.272,Corporate,East,Ohio,Furnishings                                       ,Furniture,19,Sonntag,6,2016,21,Dienstag,6,2016,2
1776,1777,Standard Class,6.4639999999999995,1,0.6,-4.04,Consumer,Central,Illinois,Furnishings                                       ,Furniture,23,Mittwoch,11,2016,27,Sonntag,11,2016,4
1777,1778,Standard Class,109.48,2,0.0,33.9388,Corporate,East,Maine,Furnishings                                       ,Furniture,18,Freitag,9,2015,23,Mittwoch,9,2015,5
1778,1779,Same Day,131.376,6,0.6,-95.2476,Consumer,Central,Texas,Furnishings                                       ,Furniture,15,Mittwoch,10,2014,15,Mittwoch,10,2014,0
1779,1780,Second Class,109.48,2,0.0,33.9388,Consumer,East,New York,Furnishings                                       ,Furniture,8,Donnerstag,12,2016,10,Samstag,12,2016,2
1780,1781,Standard Class,164.22,3,0.0,50.9082,Consumer,East,Maryland,Furnishings                                       ,Furniture,20,Freitag,9,2013,24,Dienstag,9,2013,4
1781,1782,Standard Class,91.92,4,0.0,31.2528,Home Office,East,Maryland,Furnishings                                       ,Furniture,21,Sonntag,8,2016,27,Samstag,8,2016,6
1782,1783,Second Class,114.9,5,0.0,39.066,Consumer,East,New York,Furnishings                                       ,Furniture,1,Donnerstag,9,2016,5,Montag,9,2016,4
1783,1784,Standard Class,183.84,8,0.0,62.5056,Corporate,West,California,Furnishings                                       ,Furniture,19,Samstag,12,2015,24,Donnerstag,12,2015,5
1784,1785,First Class,14.0,4,0.6,-6.3,Consumer,Central,Texas,Furnishings                                       ,Furniture,11,Sonntag,10,2015,13,Dienstag,10,2015,2
1785,1786,Second Class,28.0,4,0.2,7.7,Home Office,East,Ohio,Furnishings                                       ,Furniture,24,Donnerstag,9,2015,27,Sonntag,9,2015,3
1786,1787,First Class,35.0,4,0.0,14.7,Consumer,West,Idaho,Furnishings                                       ,Furniture,27,Freitag,5,2016,29,Sonntag,5,2016,2
1787,1788,Standard Class,26.25,3,0.0,11.025,Home Office,West,California,Furnishings                                       ,Furniture,14,Mittwoch,12,2016,18,Sonntag,12,2016,4
1788,1789,First Class,21.0,3,0.2,5.775,Consumer,South,Florida,Furnishings                                       ,Furniture,25,Sonntag,12,2016,28,Mittwoch,12,2016,3
1789,1790,First Class,35.0,4,0.0,14.7,Corporate,East,Rhode Island,Furnishings                                       ,Furniture,23,Sonntag,10,2016,24,Montag,10,2016,1
1790,1791,First Class,30.144000000000002,2,0.2,8.2896,Home Office,East,Ohio,Furnishings                                       ,Furniture,18,Donnerstag,2,2016,21,Sonntag,2,2016,3
1791,1792,First Class,22.608,3,0.6,-10.1736,Consumer,Central,Illinois,Furnishings                                       ,Furniture,18,Montag,5,2015,21,Donnerstag,5,2015,3
1792,1793,Second Class,37.68,2,0.0,15.8256,Home Office,East,District of Columbia,Furnishings                                       ,Furniture,13,Mittwoch,1,2016,18,Montag,1,2016,5
1793,1794,Standard Class,22.608,3,0.6,-10.1736,Home Office,Central,Texas,Furnishings                                       ,Furniture,24,Montag,8,2015,31,Montag,8,2015,7
1794,1795,Standard Class,75.36,5,0.2,20.724,Home Office,West,Arizona,Furnishings                                       ,Furniture,18,Mittwoch,6,2014,23,Montag,6,2014,5
1795,1796,Second Class,60.288000000000004,8,0.6,-27.1296,Corporate,Central,Illinois,Furnishings                                       ,Furniture,8,Mittwoch,7,2015,12,Sonntag,7,2015,4
1796,1797,Standard Class,37.68,2,0.0,15.8256,Corporate,West,California,Furnishings                                       ,Furniture,13,Sonntag,4,2014,19,Samstag,4,2014,6
1797,1798,Standard Class,120.57600000000001,8,0.2,33.1584,Consumer,West,Arizona,Furnishings                                       ,Furniture,27,Samstag,8,2016,31,Mittwoch,8,2016,4
1798,1799,Standard Class,22.608,3,0.6,-10.1736,Corporate,Central,Illinois,Furnishings                                       ,Furniture,18,Mittwoch,5,2016,22,Sonntag,5,2016,4
1799,1800,Second Class,94.2,5,0.0,39.564,Consumer,West,California,Furnishings                                       ,Furniture,30,Mittwoch,3,2016,1,Freitag,4,2016,2
1800,1801,First Class,131.88,7,0.0,55.3896,Corporate,West,California,Furnishings                                       ,Furniture,13,Samstag,9,2014,15,Montag,9,2014,2
1801,1802,Standard Class,22.608,3,0.6,-10.1736,Home Office,Central,Texas,Furnishings                                       ,Furniture,1,Freitag,5,2015,6,Mittwoch,5,2015,5
1802,1803,Standard Class,330.588,1,0.4,-143.2548,Home Office,East,Ohio,Furnishings                                       ,Furniture,28,Donnerstag,3,2013,3,Mittwoch,4,2013,6
1803,1804,Second Class,4297.644,13,0.4,-1862.3124,Consumer,South,North Carolina,Furnishings                                       ,Furniture,28,Dienstag,1,2014,31,Freitag,1,2014,3
1804,1805,First Class,2314.116,7,0.4,-1002.7836,Home Office,South,Tennessee,Furnishings                                       ,Furniture,2,Sonntag,10,2016,5,Mittwoch,10,2016,3
1805,1806,Second Class,1322.352,3,0.2,-99.1764,Corporate,West,California,Furnishings                                       ,Furniture,4,Sonntag,9,2016,8,Donnerstag,9,2016,4
1806,1807,Standard Class,1652.94,3,0.0,231.4116,Corporate,Central,Michigan,Furnishings                                       ,Furniture,16,Mittwoch,12,2015,20,Sonntag,12,2015,4
1807,1808,Standard Class,1114.272,4,0.2,41.7852,Corporate,West,California,Furnishings                                       ,Furniture,14,Montag,12,2015,21,Montag,12,2015,7
1808,1809,Same Day,1044.63,5,0.4,-295.9785,Consumer,East,New York,Furnishings                                       ,Furniture,30,Donnerstag,6,2016,30,Donnerstag,6,2016,0
1809,1810,Standard Class,957.5775,5,0.45,-383.031,Consumer,South,Florida,Furnishings                                       ,Furniture,11,Samstag,10,2014,18,Samstag,10,2014,7
1810,1811,Standard Class,1218.735,5,0.3,-121.8735,Corporate,Central,Texas,Furnishings                                       ,Furniture,25,Montag,11,2013,30,Samstag,11,2013,5
1811,1812,Standard Class,696.42,2,0.0,160.1766,Corporate,West,Idaho,Furnishings                                       ,Furniture,16,Sonntag,11,2014,20,Donnerstag,11,2014,4
1812,1813,Standard Class,974.988,4,0.3,-97.4988,Consumer,Central,Texas,Furnishings                                       ,Furniture,14,Mittwoch,12,2016,19,Montag,12,2016,5
1813,1814,Standard Class,191.5155,1,0.45,-76.6062,Consumer,South,Florida,Furnishings                                       ,Furniture,26,Samstag,4,2014,30,Mittwoch,4,2014,4
1814,1815,Standard Class,1044.63,3,0.0,240.2649,Consumer,West,Utah,Furnishings                                       ,Furniture,25,Donnerstag,9,2014,30,Dienstag,9,2014,5
1815,1816,Standard Class,375.4575,3,0.45,-157.0095,Consumer,South,Florida,Furnishings                                       ,Furniture,27,Donnerstag,11,2014,2,Dienstag,12,2014,5
1816,1817,First Class,455.1,2,0.0,100.12200000000001,Home Office,South,Virginia,Furnishings                                       ,Furniture,20,Freitag,12,2013,21,Samstag,12,2013,1
1817,1818,Standard Class,1137.75,5,0.0,250.305,Home Office,West,Washington,Furnishings                                       ,Furniture,28,Sonntag,8,2016,3,Samstag,9,2016,6
1818,1819,Standard Class,1592.85,7,0.0,350.42699999999996,Corporate,Central,Oklahoma,Furnishings                                       ,Furniture,3,Samstag,1,2015,8,Donnerstag,1,2015,5
1819,1820,Same Day,364.08,2,0.2,9.102,Consumer,West,California,Furnishings                                       ,Furniture,24,Donnerstag,11,2016,24,Donnerstag,11,2016,0
1820,1821,First Class,409.59,3,0.4,-122.87700000000001,Consumer,East,Ohio,Furnishings                                       ,Furniture,21,Montag,10,2013,22,Dienstag,10,2013,1
1821,1822,Standard Class,108.925,1,0.5,-71.8905,Home Office,Central,Illinois,Furnishings                                       ,Furniture,9,Donnerstag,6,2016,13,Montag,6,2016,4
1822,1823,Second Class,871.4,4,0.0,148.138,Consumer,West,Washington,Furnishings                                       ,Furniture,25,Samstag,6,2016,29,Mittwoch,6,2016,4
1823,1824,Second Class,653.55,3,0.0,111.1035,Home Office,Central,Wisconsin,Furnishings                                       ,Furniture,16,Sonntag,11,2014,18,Dienstag,11,2014,2
1824,1825,Standard Class,653.55,3,0.0,111.1035,Corporate,West,Washington,Furnishings                                       ,Furniture,6,Samstag,4,2013,12,Freitag,4,2013,6
1825,1826,Standard Class,609.98,4,0.3,-113.28200000000001,Consumer,Central,Texas,Furnishings                                       ,Furniture,13,Sonntag,4,2014,17,Donnerstag,4,2014,4
1826,1827,Standard Class,457.485,3,0.3,-84.9615,Home Office,Central,Texas,Furnishings                                       ,Furniture,19,Sonntag,6,2016,26,Sonntag,6,2016,7
1827,1828,Standard Class,350.352,4,0.4,-140.1408,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,7,Montag,11,2016,13,Sonntag,11,2016,6
1828,1829,Standard Class,145.98,2,0.5,-99.2664,Consumer,Central,Illinois,Furnishings                                       ,Furniture,7,Samstag,3,2015,13,Freitag,3,2015,6
1829,1830,Standard Class,364.95,5,0.5,-248.166,Consumer,West,Colorado,Furnishings                                       ,Furniture,11,Donnerstag,12,2014,16,Dienstag,12,2014,5
1830,1831,Second Class,145.98,2,0.5,-99.2664,Consumer,West,Colorado,Furnishings                                       ,Furniture,18,Montag,11,2013,20,Mittwoch,11,2013,2
1831,1832,First Class,154.764,3,0.4,-36.1116,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,6,Samstag,4,2013,8,Montag,4,2013,2
1832,1833,Second Class,85.98,1,0.0,22.3548,Consumer,South,Louisiana,Furnishings                                       ,Furniture,6,Samstag,9,2014,9,Dienstag,9,2014,3
1833,1834,Standard Class,257.94,3,0.0,67.0644,Home Office,Central,Indiana,Furnishings                                       ,Furniture,26,Samstag,11,2016,1,Donnerstag,12,2016,5
1834,1835,Standard Class,331.023,7,0.45,-114.3534,Consumer,South,Florida,Furnishings                                       ,Furniture,28,Samstag,11,2015,4,Freitag,12,2015,6
1835,1836,Second Class,171.96,2,0.0,44.7096,Consumer,West,Washington,Furnishings                                       ,Furniture,16,Sonntag,3,2014,18,Dienstag,3,2014,2
1836,1837,Standard Class,429.9,5,0.0,111.774,Home Office,Central,Oklahoma,Furnishings                                       ,Furniture,7,Samstag,9,2013,13,Freitag,9,2013,6
1837,1838,First Class,240.74400000000003,4,0.3,-13.7568,Corporate,East,Rhode Island,Furnishings                                       ,Furniture,23,Sonntag,10,2016,24,Montag,10,2016,1
1838,1839,Standard Class,386.91,9,0.5,-185.7168,Home Office,West,Arizona,Furnishings                                       ,Furniture,21,Sonntag,2,2016,28,Sonntag,2,2016,7
1839,1840,Standard Class,85.98,1,0.0,22.3548,Consumer,South,Mississippi,Furnishings                                       ,Furniture,27,Donnerstag,6,2013,1,Montag,7,2013,4
1840,1841,Standard Class,154.764,3,0.4,-36.1116,Home Office,South,North Carolina,Furnishings                                       ,Furniture,7,Freitag,10,2016,11,Dienstag,10,2016,4
1841,1842,Same Day,464.292,9,0.4,-108.3348,Consumer,East,New York,Furnishings                                       ,Furniture,14,Samstag,9,2013,14,Samstag,9,2013,0
1842,1843,Standard Class,1215.92,8,0.0,316.1392,Corporate,South,Alabama,Furnishings                                       ,Furniture,8,Montag,4,2013,12,Freitag,4,2013,4
1843,1844,Standard Class,364.776,3,0.2,27.3582,Consumer,West,California,Furnishings                                       ,Furniture,20,Montag,10,2014,24,Freitag,10,2014,4
1844,1845,First Class,455.97,5,0.4,-106.39299999999999,Home Office,East,Ohio,Furnishings                                       ,Furniture,18,Donnerstag,2,2016,21,Sonntag,2,2016,3
1845,1846,Standard Class,455.97,6,0.5,-218.8656,Corporate,West,Arizona,Furnishings                                       ,Furniture,20,Sonntag,12,2015,26,Samstag,12,2015,6
1846,1847,Standard Class,486.36800000000005,4,0.2,36.4776,Consumer,West,California,Furnishings                                       ,Furniture,3,Donnerstag,11,2016,9,Mittwoch,11,2016,6
1847,1848,Second Class,366.009,3,0.3,-47.0583,Consumer,East,Massachusetts,Furnishings                                       ,Furniture,2,Mittwoch,12,2015,7,Montag,12,2015,5
1848,1849,Second Class,209.148,2,0.4,-66.2302,Consumer,East,New York,Furnishings                                       ,Furniture,13,Donnerstag,8,2015,18,Dienstag,8,2015,5
1849,1850,Standard Class,1568.61,9,0.0,329.4081,Corporate,Central,Michigan,Furnishings                                       ,Furniture,26,Donnerstag,11,2015,30,Montag,11,2015,4
1850,1851,Standard Class,418.296,3,0.2,5.2287,Consumer,West,California,Furnishings                                       ,Furniture,14,Sonntag,8,2016,21,Sonntag,8,2016,7
1851,1852,Standard Class,697.16,4,0.0,146.4036,Home Office,Central,Missouri,Furnishings                                       ,Furniture,21,Samstag,3,2015,25,Mittwoch,3,2015,4
1852,1853,First Class,1673.184,12,0.2,20.9148,Home Office,West,California,Furnishings                                       ,Furniture,3,Donnerstag,11,2016,5,Samstag,11,2016,2
1853,1854,Standard Class,836.592,8,0.4,-264.9208,Consumer,East,New York,Furnishings                                       ,Furniture,2,Montag,3,2015,6,Freitag,3,2015,4
1854,1855,Second Class,697.16,5,0.2,8.7145,Consumer,West,California,Furnishings                                       ,Furniture,19,Samstag,3,2016,22,Dienstag,3,2016,3
1855,1856,Standard Class,244.00599999999997,2,0.3,-31.3722,Consumer,East,New Jersey,Furnishings                                       ,Furniture,12,Donnerstag,3,2015,16,Montag,3,2015,4
1856,1857,Standard Class,557.7280000000001,4,0.2,6.9716,Consumer,West,California,Furnishings                                       ,Furniture,5,Donnerstag,2,2015,10,Dienstag,2,2015,5
1857,1858,Second Class,313.722,3,0.4,-99.3453,Corporate,East,New York,Furnishings                                       ,Furniture,25,Sonntag,1,2015,28,Mittwoch,1,2015,3
1858,1859,Standard Class,383.43800000000005,4,0.45,-167.3184,Corporate,South,Florida,Furnishings                                       ,Furniture,19,Samstag,9,2015,23,Mittwoch,9,2015,4
1859,1860,Standard Class,244.00599999999997,2,0.3,-31.3722,Consumer,Central,Texas,Furnishings                                       ,Furniture,7,Mittwoch,5,2014,12,Montag,5,2014,5
1860,1861,Standard Class,489.23,2,0.3,41.934,Consumer,Central,Texas,Tables                                            ,Furniture,5,Montag,8,2013,12,Montag,8,2013,7
1861,1862,Second Class,1048.35,5,0.4,-69.89,Corporate,East,Ohio,Tables                                            ,Furniture,29,Freitag,4,2016,4,Mittwoch,5,2016,5
1862,1863,Second Class,209.67,1,0.4,-13.978,Consumer,East,New York,Tables                                            ,Furniture,12,Sonntag,10,2014,17,Freitag,10,2014,5
1863,1864,Standard Class,1747.25,5,0.0,629.01,Consumer,West,Washington,Tables                                            ,Furniture,26,Samstag,12,2015,31,Donnerstag,12,2015,5
1864,1865,Second Class,244.615,1,0.3,20.967,Consumer,East,Massachusetts,Tables                                            ,Furniture,28,Freitag,8,2015,2,Mittwoch,9,2015,5
1865,1866,Standard Class,171.28799999999998,3,0.2,-6.4233,Consumer,West,California,Tables                                            ,Furniture,23,Montag,5,2016,29,Sonntag,5,2016,6
1866,1867,Same Day,399.67199999999997,7,0.2,-14.9877,Corporate,West,California,Tables                                            ,Furniture,17,Sonntag,1,2016,17,Sonntag,1,2016,0
1867,1868,Standard Class,285.48,5,0.2,-10.7055,Corporate,West,California,Tables                                            ,Furniture,12,Donnerstag,5,2016,18,Mittwoch,5,2016,6
1868,1869,Standard Class,171.28799999999998,3,0.2,-6.4233,Corporate,West,California,Tables                                            ,Furniture,3,Montag,10,2016,8,Samstag,10,2016,5
1869,1870,Standard Class,99.91799999999999,2,0.3,-18.5562,Corporate,Central,Texas,Tables                                            ,Furniture,15,Samstag,6,2013,21,Freitag,6,2013,6
1870,1871,Standard Class,356.85,5,0.0,60.6645,Consumer,South,Virginia,Tables                                            ,Furniture,26,Mittwoch,10,2016,1,Dienstag,11,2016,6
1871,1872,Second Class,214.11,3,0.0,36.3987,Home Office,Central,Wisconsin,Tables                                            ,Furniture,16,Sonntag,11,2014,18,Dienstag,11,2014,2
1872,1873,First Class,199.83599999999998,4,0.3,-37.1124,Corporate,East,Delaware,Tables                                            ,Furniture,11,Freitag,7,2014,12,Samstag,7,2014,1
1873,1874,Standard Class,399.67199999999997,7,0.2,-14.9877,Corporate,West,California,Tables                                            ,Furniture,3,Donnerstag,3,2016,8,Dienstag,3,2016,5
1874,1875,Standard Class,284.36400000000003,2,0.4,-75.8304,Corporate,East,New York,Tables                                            ,Furniture,24,Sonntag,8,2014,28,Donnerstag,8,2014,4
1875,1876,Standard Class,142.18200000000002,1,0.4,-37.9152,Corporate,East,New York,Tables                                            ,Furniture,17,Samstag,10,2015,21,Mittwoch,10,2015,4
1876,1877,First Class,189.576,1,0.2,9.4788,Corporate,West,California,Tables                                            ,Furniture,27,Donnerstag,10,2016,29,Samstag,10,2016,2
1877,1878,Standard Class,284.36400000000003,2,0.4,-75.8304,Corporate,East,Ohio,Tables                                            ,Furniture,20,Donnerstag,10,2016,24,Montag,10,2016,4
1878,1879,First Class,568.7280000000001,3,0.2,28.4364,Consumer,West,California,Tables                                            ,Furniture,21,Sonntag,8,2016,22,Montag,8,2016,1
1879,1880,Standard Class,355.455,3,0.5,-184.8366,Consumer,Central,Illinois,Tables                                            ,Furniture,30,Donnerstag,5,2013,5,Mittwoch,6,2013,6
1880,1881,Standard Class,853.092,6,0.4,-227.4912,Consumer,East,Pennsylvania,Tables                                            ,Furniture,16,Freitag,8,2013,20,Dienstag,8,2013,4
1881,1882,Standard Class,568.7280000000001,3,0.2,28.4364,Consumer,West,California,Tables                                            ,Furniture,3,Donnerstag,9,2015,7,Montag,9,2015,4
1882,1883,Standard Class,1706.184,9,0.2,85.3092,Consumer,West,California,Tables                                            ,Furniture,9,Sonntag,6,2013,14,Freitag,6,2013,5
1883,1884,Same Day,71.08800000000001,2,0.2,-1.7772,Consumer,West,California,Tables                                            ,Furniture,24,Donnerstag,11,2016,24,Donnerstag,11,2016,0
1884,1885,Second Class,71.08800000000001,2,0.2,-1.7772,Consumer,West,California,Tables                                            ,Furniture,6,Mittwoch,5,2015,8,Freitag,5,2015,2
1885,1886,Standard Class,53.316,2,0.4,-19.5492,Corporate,East,New York,Tables                                            ,Furniture,23,Montag,12,2013,27,Freitag,12,2013,4
1886,1887,Second Class,71.08800000000001,2,0.2,-1.7772,Corporate,West,California,Tables                                            ,Furniture,4,Donnerstag,6,2015,7,Sonntag,6,2015,3
1887,1888,Standard Class,66.645,3,0.5,-42.6528,Corporate,Central,Illinois,Tables                                            ,Furniture,9,Sonntag,10,2016,14,Freitag,10,2016,5
1888,1889,Second Class,79.97399999999999,3,0.4,-29.3238,Corporate,South,Tennessee,Tables                                            ,Furniture,10,Donnerstag,12,2015,15,Dienstag,12,2015,5
1889,1890,Standard Class,124.404,4,0.3,-21.3264,Consumer,Central,Texas,Tables                                            ,Furniture,21,Donnerstag,7,2016,25,Montag,7,2016,4
1890,1891,Same Day,79.97399999999999,3,0.4,-29.3238,Home Office,East,New York,Tables                                            ,Furniture,19,Samstag,11,2016,19,Samstag,11,2016,0
1891,1892,Standard Class,35.544000000000004,1,0.2,-0.8886,Consumer,West,California,Tables                                            ,Furniture,18,Dienstag,2,2014,24,Montag,2,2014,6
1892,1893,Second Class,136.464,2,0.2,15.3522,Corporate,West,California,Tables                                            ,Furniture,3,Montag,8,2015,5,Mittwoch,8,2015,2
1893,1894,First Class,510.24,3,0.2,6.377999999999999,Corporate,West,California,Tables                                            ,Furniture,15,Samstag,10,2016,17,Montag,10,2016,2
1894,1895,Standard Class,233.86,2,0.45,-102.04799999999999,Home Office,South,Florida,Tables                                            ,Furniture,7,Donnerstag,4,2016,12,Dienstag,4,2016,5
1895,1896,Second Class,744.1,5,0.3,-95.67,Consumer,Central,Texas,Tables                                            ,Furniture,20,Samstag,4,2013,22,Montag,4,2013,2
1896,1897,Second Class,1913.4,9,0.0,401.814,Home Office,West,Washington,Tables                                            ,Furniture,1,Montag,12,2014,5,Freitag,12,2014,4
1897,1898,Standard Class,787.53,3,0.0,165.3813,Consumer,West,Washington,Tables                                            ,Furniture,2,Sonntag,3,2014,6,Donnerstag,3,2014,4
1898,1899,Standard Class,472.51800000000003,3,0.4,-149.6307,Consumer,South,North Carolina,Tables                                            ,Furniture,3,Donnerstag,9,2015,7,Montag,9,2015,4
1899,1900,First Class,210.00799999999998,1,0.2,2.6251,Consumer,West,California,Tables                                            ,Furniture,22,Montag,8,2016,23,Dienstag,8,2016,1
1900,1901,Standard Class,918.785,5,0.3,-118.1295,Consumer,Central,Texas,Tables                                            ,Furniture,24,Sonntag,8,2014,28,Donnerstag,8,2014,4
1901,1902,Standard Class,945.0360000000001,6,0.4,-299.2614,Consumer,South,North Carolina,Tables                                            ,Furniture,3,Sonntag,11,2013,7,Donnerstag,11,2013,4
1902,1903,Same Day,630.024,4,0.4,-199.5076,Corporate,South,North Carolina,Tables                                            ,Furniture,16,Montag,11,2015,16,Montag,11,2015,0
1903,1904,Same Day,1293.488,7,0.2,80.843,Corporate,West,California,Tables                                            ,Furniture,15,Montag,6,2015,15,Montag,6,2015,0
1904,1905,Standard Class,692.94,3,0.0,173.235,Home Office,Central,Minnesota,Tables                                            ,Furniture,10,Mittwoch,6,2015,17,Mittwoch,6,2015,7
1905,1906,Second Class,138.588,1,0.4,-34.647,Consumer,East,Pennsylvania,Tables                                            ,Furniture,25,Montag,7,2016,28,Donnerstag,7,2016,3
1906,1907,Second Class,1478.2720000000002,8,0.2,92.39200000000001,Consumer,West,California,Tables                                            ,Furniture,4,Sonntag,9,2016,6,Dienstag,9,2016,2
1907,1908,Second Class,174.0585,3,0.45,-110.7645,Consumer,South,Florida,Tables                                            ,Furniture,29,Donnerstag,8,2013,2,Montag,9,2013,4
1908,1909,Standard Class,253.176,3,0.2,-31.647,Consumer,West,California,Tables                                            ,Furniture,25,Samstag,10,2014,30,Donnerstag,10,2014,5
1909,1910,Second Class,189.882,3,0.4,-94.941,Consumer,South,Tennessee,Tables                                            ,Furniture,19,Donnerstag,3,2015,22,Sonntag,3,2015,3
1910,1911,First Class,210.98,2,0.0,21.098000000000003,Corporate,Central,Michigan,Tables                                            ,Furniture,24,Sonntag,1,2016,26,Dienstag,1,2016,2
1911,1912,Second Class,143.43200000000002,1,0.2,3.5858,Corporate,West,California,Tables                                            ,Furniture,3,Donnerstag,10,2013,8,Dienstag,10,2013,5
1912,1913,Standard Class,376.509,3,0.3,-43.0296,Consumer,Central,Texas,Tables                                            ,Furniture,1,Freitag,3,2013,7,Donnerstag,3,2013,6
1913,1914,Standard Class,1018.1039999999999,4,0.4,-373.3048,Consumer,East,New York,Tables                                            ,Furniture,10,Freitag,1,2014,15,Mittwoch,1,2014,5
1914,1915,Standard Class,254.52599999999998,1,0.4,-93.3262,Corporate,East,New York,Tables                                            ,Furniture,2,Freitag,9,2016,6,Dienstag,9,2016,4
1915,1916,Standard Class,1272.63,6,0.5,-814.4832,Home Office,West,Arizona,Tables                                            ,Furniture,23,Donnerstag,4,2015,30,Donnerstag,4,2015,7
1916,1917,Standard Class,890.841,3,0.3,-152.7156,Consumer,Central,Texas,Tables                                            ,Furniture,29,Freitag,3,2013,2,Dienstag,4,2013,4
1917,1918,Standard Class,1781.682,7,0.4,-653.2834,Consumer,South,North Carolina,Tables                                            ,Furniture,30,Mittwoch,11,2016,7,Mittwoch,12,2016,7
1918,1919,Standard Class,933.262,4,0.45,-458.1468,Consumer,South,Florida,Tables                                            ,Furniture,1,Sonntag,5,2016,6,Freitag,5,2016,5
1919,1920,Standard Class,3393.68,8,0.0,610.8624,Corporate,West,Washington,Tables                                            ,Furniture,26,Mittwoch,3,2014,30,Sonntag,3,2014,4
1920,1921,Standard Class,801.6,5,0.5,-448.89599999999996,Consumer,West,Arizona,Tables                                            ,Furniture,18,Montag,7,2016,23,Samstag,7,2016,5
1921,1922,Standard Class,480.96,3,0.5,-269.3376,Home Office,Central,Illinois,Tables                                            ,Furniture,18,Donnerstag,2,2016,23,Dienstag,2,2016,5
1922,1923,Standard Class,513.024,2,0.2,12.8256,Home Office,West,California,Tables                                            ,Furniture,9,Sonntag,8,2015,16,Sonntag,8,2015,7
1923,1924,Same Day,673.3439999999999,3,0.3,-76.9536,Consumer,East,West Virginia,Tables                                            ,Furniture,12,Mittwoch,10,2016,12,Mittwoch,10,2016,0
1924,1925,First Class,2244.48,7,0.0,493.7856,Home Office,South,Virginia,Tables                                            ,Furniture,20,Freitag,12,2013,21,Samstag,12,2013,1
1925,1926,Standard Class,384.76800000000003,2,0.4,-115.4304,Corporate,East,New York,Tables                                            ,Furniture,3,Freitag,6,2016,9,Donnerstag,6,2016,6
1926,1927,Standard Class,1875.2579999999998,7,0.4,-968.8833,Corporate,South,Tennessee,Tables                                            ,Furniture,16,Sonntag,10,2016,21,Freitag,10,2016,5
1927,1928,First Class,892.98,2,0.0,80.3682,Corporate,West,Washington,Tables                                            ,Furniture,9,Samstag,1,2016,12,Dienstag,1,2016,3
1928,1929,Standard Class,2678.94,6,0.0,241.1046,Corporate,Central,Indiana,Tables                                            ,Furniture,12,Donnerstag,11,2015,18,Mittwoch,11,2015,6
