Transaction_ID;Transaction_date;Supplier;Price;Payment_Type;Client ID;City;State;Country;Account_Created;Last_Login
12788;1/17/09 3:22;25736;1200;Visa;54703;Fresno                      ;CA;United States;02/01/08 12:45;02/02/09 20:35
12789;1/18/09 11:17;25737;1200;Amex;54704;Atascadero                  ;CA;United States;03/11/08 13:35;02/02/09 22:49
12790;1/27/09 9:01;25738;1200;Visa;54705;Barcelona;Catalonia;Spain;5/29/08 12:23;02/03/09 00:59
12791;01/08/09 08:11;25739;1200;Diners;54706;High Wycombe;England;United Kingdom;01/08/09 07:00;02/03/09 01:54
12792;1/26/09 23:28;25740;3600;Amex;54707;Tsaritsyno;Moscow City;Russia;12/07/06 08:26;02/03/09 02:10
12793;01/10/09 21:35;25741;1200;Mastercard;54708;Ajax;Ontario;Canada;08/07/08 06:17;02/03/09 03:42
12794;01/11/09 06:01;25742;1200;Mastercard;54709;New York                    ;NY;United States;01/01/09 10:24;02/03/09 04:25
12795;1/19/09 14:53;25743;1200;Mastercard;54710;Fairfield                   ;IA;United States;12/12/08 05:18;02/03/09 05:40
12796;1/22/09 7:14;25744;1200;Visa;54711;North Bay;Ontario;Canada;10/11/06 19:22;02/03/09 06:36
12797;1/15/09 8:12;25745;1200;Visa;54711;Marietta                    ;GA;United States;1/13/09 10:03;02/03/09 07:44
12798;01/07/09 06:33;25746;1200;Diners;54700;Clontarf;Dublin;Ireland;6/15/08 8:08;02/03/09 07:51
12799;01/12/09 08:05;25747;1200;Amex;54701;Danville                    ;PA;United States;01/12/09 06:44;02/03/09 08:01
12800;1/28/09 13:03;25748;3600;Amex;54702;Okotoks;Alberta;Canada;09/10/08 06:53;02/03/09 09:13
12801;1/25/09 8:54;25749;1200;Amex;54703;Anthem                      ;AZ;United States;3/26/06 17:32;02/03/09 09:50
12802;01/05/09 10:08;25750;1200;Visa;54704;Clonmel;Tipperary;Ireland;01/05/09 07:47;02/03/09 10:21
12803;01/05/09 19:29;25751;1200;Visa;54705;Arlington                   ;VA;United States;4/29/08 16:09;02/03/09 10:23
12804;01/07/09 19:06;25752;3600;Amex;54706;Orlando                     ;FL;United States;08/10/04 03:30;02/03/09 11:32
12805;1/23/09 11:33;25753;1200;Mastercard;54707;Walnut Creek                ;CA;United States;1/22/09 23:31;02/03/09 11:49
12806;01/03/09 21:11;25754;1200;Mastercard;54708;Centennial                  ;CO;United States;12/03/08 13:00;02/03/09 11:50
12807;01/11/09 17:28;25755;1200;Visa;54709;Newtown                     ;CT;United States;01/11/09 11:50;02/03/09 12:21
12808;1/21/09 20:18;25678;1200;Amex;54710;Vancouver;British Columbia;Canada;07/06/07 23:53;02/03/09 12:22
12809;1/24/09 10:23;25679;1200;Visa;54711;York;England;United Kingdom;8/19/08 12:58;02/03/09 12:57
12810;01/07/09 14:55;25680;1200;Visa;54701;Drogheda;Louth;Ireland;9/21/06 2:39;02/03/09 13:36
12811;1/29/09 10:38;25681;1200;Visa;54702;Saddle Brook                ;NJ;United States;1/29/09 9:08;02/03/09 14:39
12812;01/08/09 14:04;25682;1200;Amex;54703;San Diego                   ;CA;United States;01/07/09 17:01;02/03/09 14:57
12813;1/31/09 21:50;25683;1200;Visa;54704;Issaquah                    ;WA;United States;1/31/09 21:01;02/03/09 16:30
12814;01/01/09 16:00;25684;1200;Visa;54705;Bolton;England;United Kingdom;10/07/08 15:19;02/03/09 16:45
12815;1/30/09 13:13;25685;1200;Visa;54706;Lexington                   ;MA;United States;1/30/09 12:44;02/03/09 17:14
12816;1/27/09 16:50;25686;1200;Visa;54707;Altadena                    ;CA;United States;12/28/08 14:42;02/03/09 18:09
12817;1/30/09 7:42;25687;250;Visa;54708;Altadena                    ;CA;United States;12/28/08 14:42;02/03/09 18:09
12818;1/17/09 15:48;25688;3600;Visa;54709;Davis                       ;CA;United States;01/08/05 14:03;02/03/09 19:14
12819;01/12/09 11:40;25689;3600;Visa;54710;Toronto;Ontario;Canada;12/30/08 6:59;02/03/09 19:42
12820;1/30/09 20:27;25690;1200;Mastercard;54711;Pasadena                    ;CA;United States;1/30/09 20:02;02/03/09 23:39
12821;1/27/09 18:35;25691;1200;Mastercard;54712;Buffalo Grove               ;IL;United States;1/27/09 18:28;02/03/09 23:42
12822;1/16/09 12:47;25692;1200;Visa;54713;London;England;United Kingdom;12/12/04 15:18;02/04/09 02:13
12823;01/02/09 02:50;25693;1200;Visa;54714;Newcastle;Wicklow;Ireland;10/12/05 06:56;02/04/09 02:19
12824;1/21/09 5:39;25694;1200;Amex;54715;Norwalk                     ;CT;United States;11/04/08 09:51;02/04/09 04:31
12825;1/28/09 1:28;25695;1200;Diners;54716;Besancon;Franche-Comte;France;1/26/09 2:28;02/04/09 05:39
12826;01/08/09 13:33;25696;1200;Visa;54717;Monte-Carlo; ;Monaco;9/23/06 13:19;02/04/09 06:16
12827;1/22/09 12:09;25697;1200;Visa;54718;Monaco; ;Monaco;1/22/09 11:32;02/04/09 06:28
12828;1/20/09 8:23;25698;1200;Mastercard;54719;Floyds Knobs                ;IN;United States;10/12/05 17:17;02/04/09 08:16
12829;01/02/09 07:47;25699;1200;Diners;54720;London;England;United Kingdom;12/08/08 06:45;02/04/09 08:50
12830;01/11/09 04:55;25700;1200;Amex;54721;Marietta                    ;GA;United States;04/12/06 18:20;02/04/09 09:22
12831;1/23/09 7:47;25701;1800;Amex;54722;Marietta                    ;GA;United States;04/12/06 18:20;02/04/09 09:22
12832;1/21/09 23:19;25702;1200;Amex;54723;Hon                         ;HI;United States;09/04/08 16:51;02/04/09 11:11
12833;01/11/09 04:29;25703;7500;Visa;54724;Knoxville                   ;TN;United States;8/28/08 6:20;02/04/09 12:17
12834;01/11/09 04:39;25704;1200;Visa;54725;Knoxville                   ;TN;United States;8/28/08 6:20;02/04/09 12:17
12835;01/10/09 08:13;25705;1200;Mastercard;54726;Edinburgh;Scotland;United Kingdom;7/31/08 22:34;02/04/09 13:08
12836;1/22/09 12:55;25706;1200;Visa;54727;Paris;Ile-de-France;France;8/17/07 4:34;02/04/09 13:12
12837;1/17/09 15:00;25707;1200;Visa;54728;Humble                      ;TX;United States;03/12/07 14:55;02/04/09 13:29
12838;01/04/09 14:06;25708;1200;Visa;54729;Mashpee                     ;MA;United States;01/04/09 12:21;02/04/09 13:45
12839;1/30/09 17:09;25709;1200;Mastercard;54730;Hong Kong; ;Hong Kong;7/28/06 2:31;02/04/09 16:26
12840;1/20/09 5:01;25710;1200;Visa;54731;Birmingham                  ;MI;United States;1/18/09 17:36;02/04/09 16:45
12841;1/26/09 14:37;25711;1200;Visa;54732;St Augustine                ;FL;United States;12/19/07 12:00;02/04/09 16:55
12842;1/29/09 13:27;25712;1200;Visa;54733;Salt Lake City              ;UT;United States;1/28/09 14:47;02/04/09 20:07
12843;01/12/09 10:33;25713;1200;Amex;54734;Seattle                     ;WA;United States;01/07/09 16:45;02/04/09 20:57
12844;01/05/09 08:28;25714;1200;Visa;54735;Ruti;Zurich;Switzerland;01/05/09 05:08;02/04/09 22:59
12845;1/25/09 16:11;25715;7500;Visa;54736;Rogers                      ;AR;United States;1/25/09 15:55;02/05/09 00:20
12846;1/25/09 20:44;25716;1200;Visa;54737;Rogers                      ;AR;United States;1/25/09 15:55;02/05/09 00:20
12847;1/26/09 11:36;25717;1200;Visa;54738;Dun Laoghaire;Dublin;Ireland;1/26/09 7:28;02/05/09 02:38
12848;1/27/09 2:32;25718;1200;Visa;54739;Perth;Scotland;United Kingdom;6/27/06 9:12;02/05/09 03:15
12849;1/18/09 13:36;25719;1200;Amex;54740;London;England;United Kingdom;4/23/05 9:46;02/05/09 03:17
12850;01/07/09 05:53;25720;1200;Visa;54741;Gries;Rhineland-Palatinate;Germany;01/07/09 02:49;02/05/09 03:41
12851;1/25/09 1:53;25721;7500;Visa;54742;Pietermaritzburg;KwaZulu-Natal;South Africa;1/24/09 12:52;02/05/09 04:37
12852;1/18/09 11:42;25722;1200;Visa;54743;Sutton Valence;England;United Kingdom;11/17/08 10:30;02/05/09 06:21
12853;1/13/09 1:46;25723;1200;Mastercard;54744;Lyngby;Kobenhavn;Denmark;10/30/07 12:03;02/05/09 08:52
12854;01/02/09 15:57;25724;1200;Diners;54745;Alpine                      ;NJ;United States;01/02/09 15:25;02/05/09 10:18
12855;1/25/09 8:50;25725;1200;Mastercard;54746;Zurich;Zurich;Switzerland;1/24/09 12:23;02/05/09 11:07
12856;1/14/09 8:16;25726;3600;Amex;54747;Saskatoon;Saskatchewan;Canada;08/09/08 12:51;02/05/09 11:24
12857;1/27/09 11:21;25727;1200;Mastercard;54748;Pacific Palisades           ;CA;United States;1/27/09 10:38;02/05/09 12:38
12858;01/08/09 10:13;25728;1200;Diners;54749;Fort Saint James;British Columbia;Canada;01/07/09 16:01;02/05/09 14:03
12859;01/05/09 07:47;25729;1200;Amex;54750;Versoix;Geneve;Switzerland;4/18/07 12:55;02/05/09 15:15
12860;1/22/09 9:00;25730;1200;Visa;54751;Trumansburg                 ;NY;United States;07/06/08 14:33;02/05/09 16:33
12861;1/25/09 12:59;25731;1200;Visa;54752;Kennett Square              ;PA;United States;1/13/09 20:08;02/05/09 18:40
12862;01/10/09 19:28;25732;3600;Visa;54753;San Jose                    ;CA;United States;08/05/05 00:29;02/05/09 21:10
12863;01/08/09 19:29;25733;3600;Mastercard;54754;Ban Khlong Sip;Krung Thep;Thailand;01/08/09 00:01;02/05/09 21:22
12864;01/08/09 12:04;25734;1200;Visa;54755;Morro Bay                   ;CA;United States;12/01/03 19:13;02/05/09 22:11
12865;01/04/09 16:59;25735;1200;Visa;54756;Parramatta;New South Wales;Australia;01/03/09 22:35;02/05/09 22:44
12866;1/30/09 11:56;25736;1200;Mastercard;54757;Dumbleton;England;United Kingdom;7/31/08 13:46;02/06/09 00:04
12867;01/06/09 05:10;25737;1200;Visa;54758;Altlengbach;Lower Austria;Austria;6/24/08 0:49;02/06/09 00:37
12868;1/14/09 3:39;25738;1200;Visa;54759;Ballincollig;Cork;Ireland;12/10/08 07:41;02/06/09 02:36
12869;1/14/09 3:47;25739;1200;Visa;54760;Ballincollig;Cork;Ireland;12/10/08 07:41;02/06/09 02:36
12870;1/19/09 3:19;25740;1200;Mastercard;54761;Zagore;Stara Zagora;Bulgaria;11/20/08 3:00;02/06/09 04:19
12871;01/07/09 01:42;25741;1200;Mastercard;54762;Vecmilgravis;Riga;Latvia;01/04/09 10:33;02/06/09 04:20
12872;01/07/09 13:01;25742;3600;Visa;54763;Trelex;Vaud;Switzerland;08/05/07 00:43;02/06/09 05:02
12873;1/27/09 2:35;25743;1200;Visa;54764;Ornex;Rhone-Alpes;France;8/28/08 6:28;02/06/09 05:09
12874;01/03/09 14:14;25744;1200;Visa;54765;Las Vegas                   ;NV;United States;01/03/09 13:49;02/06/09 05:29
12875;1/22/09 12:37;25745;3600;Amex;54766;San Anselmo                 ;CA;United States;1/22/09 10:17;02/06/09 06:38
12876;1/29/09 6:49;25746;1200;Mastercard;54767;Hannover;Lower Saxony;Germany;04/02/08 02:39;02/06/09 06:52
12877;01/06/09 09:45;25747;1200;Diners;54768;N Woodmere                  ;NY;United States;12/30/08 13:01;02/06/09 07:33
12878;01/12/09 11:16;25748;1200;Visa;54769;Madrid;Madrid;Spain;7/17/07 6:08;02/06/09 10:42
12879;1/13/09 13:49;25749;1200;Visa;54770;Castlebar;Mayo;Ireland;01/06/08 14:03;02/06/09 12:35
12880;01/12/09 07:23;25750;1200;Visa;54771;Fairfax                     ;CA;United States;01/11/09 14:42;02/06/09 16:13
12881;1/30/09 4:48;25751;1200;Visa;54772;Chandler                    ;AZ;United States;6/18/08 14:29;02/06/09 17:21
12882;1/22/09 16:29;25752;1200;Visa;54773;Dammeron Valley             ;UT;United States;1/17/09 15:18;02/06/09 18:14
12883;1/27/09 6:26;25753;1200;Mastercard;54774;Buffalo                     ;NY;United States;1/25/09 11:56;02/06/09 18:24
12884;1/15/09 10:16;25754;7500;Visa;54775;Olive Branch                ;MS;United States;01/12/09 17:41;02/06/09 18:48
12885;1/19/09 18:54;25755;1200;Amex;54776;Warwick                     ;NY;United States;1/19/09 11:34;02/06/09 19:27
12886;01/02/09 22:44;25678;3600;Visa;54777;Gisborne;Victoria;Australia;12/03/06 15:36;02/06/09 20:03
12887;01/01/09 18:32;25679;1200;Amex;54778;San Mateo                   ;CA;United States;12/31/08 17:09;02/06/09 21:59
12888;1/14/09 1:28;25680;1200;Mastercard;54779;Milton Keynes;England;United Kingdom;6/24/06 15:10;02/07/09 00:26
12889;1/20/09 8:08;25681;1200;Mastercard;54780;Kecskemet;Bacs-Kiskun;Hungary;1/19/09 5:49;02/07/09 01:12
12890;1/29/09 2:48;25682;1200;Visa;54781;Nakskov;Storstrom;Denmark;1/29/09 2:19;02/07/09 02:09
12891;1/24/09 18:02;25683;1200;Visa;54782;Aloma                       ;FL;United States;11/29/05 17:33;02/07/09 06:03
12892;01/07/09 08:26;25684;1200;Diners;54783;Chandler                    ;AZ;United States;01/06/09 16:23;02/07/09 06:05
12893;1/24/09 3:36;25685;1200;Visa;54784;Kjobenhavn;Staden Kobenhavn;Denmark;1/20/09 13:11;02/07/09 06:52
12894;01/05/09 15:23;25686;1200;Visa;54785;Stockton;England;United Kingdom;06/12/08 10:59;02/07/09 11:08
12895;1/25/09 16:17;25687;1200;Amex;54786;Cumming                     ;GA;United States;1/24/09 18:06;02/07/09 11:28
12896;1/15/09 10:37;25688;1200;Visa;54787;Little Compton              ;RI;United States;6/28/08 11:04;02/07/09 12:00
12897;1/20/09 15:28;25689;1200;Visa;54788;Centennial                  ;CO;United States;12/02/06 23:24;02/07/09 15:18
12898;1/28/09 18:00;25690;13;Visa;54711;Centennial                  ;CO;United States;12/02/06 23:24;02/07/09 15:18
12899;1/29/09 5:06;25691;1200;Amex;54701;Herndon                     ;VA;United States;1/23/08 10:05;02/07/09 15:23
12900;01/06/09 18:53;25692;1200;Visa;54702;Vista                       ;CA;United States;01/05/09 22:37;02/07/09 15:48
12901;1/21/09 6:55;25693;1200;Visa;54703;Oostburg                    ;WI;United States;1/20/09 13:33;02/07/09 16:48
12902;1/26/09 20:18;25694;1200;Mastercard;54704;Griffith;New South Wales;Australia;1/15/07 20:37;02/07/09 18:04
12903;1/25/09 17:58;25695;3600;Visa;54705;Ann Arbor                   ;MI;United States;07/05/08 09:20;02/07/09 18:51
12904;01/09/09 14:37;25696;1200;Visa;54706;South Jordan                ;UT;United States;01/08/09 15:14;02/07/09 19:11
12905;1/25/09 2:46;25697;3600;Visa;54707;Dubai;Dubayy;United Arab Emirates;01/08/09 01:19;02/08/09 02:06
12906;1/17/09 20:46;25698;3600;Visa;54708;Dubai;Dubayy;United Arab Emirates;4/13/08 2:36;02/08/09 02:12
12907;1/24/09 7:18;25699;3600;Visa;54709;Kirriemuir;Scotland;United Kingdom;1/23/09 10:31;02/08/09 02:52
12908;01/11/09 07:09;25700;1200;Visa;54710;Tramore;Waterford;Ireland;10/13/08 16:43;02/08/09 03:02
12909;01/08/09 04:15;25701;1200;Visa;54711;Gdansk;Pomorskie;Poland;01/07/09 15:00;02/08/09 03:50
12910;1/22/09 10:47;25702;1200;Visa;54711;Arklow;Wicklow;Ireland;11/18/08 1:32;02/08/09 05:07
12911;1/26/09 20:47;25703;1200;Mastercard;54701;Lincoln                     ;NE;United States;6/24/08 8:05;02/08/09 07:29
12912;01/12/09 12:22;25704;1200;Mastercard;54702;Tierp;Uppsala;Sweden;01/06/09 11:34;02/08/09 11:15
12913;1/26/09 1:44;25705;3600;Visa;54703;Brussels;Brussels (Bruxelles);Belgium;1/31/08 13:28;02/08/09 14:39
12914;1/18/09 12:57;25706;1200;Mastercard;54704;Burr Oak                    ;IA;United States;1/24/08 16:11;02/08/09 15:30
12915;1/24/09 21:26;25707;1200;Visa;54705;Wheaton                     ;IL;United States;05/08/08 16:02;02/08/09 16:00
12916;1/26/09 12:26;25708;3600;Mastercard;54706;Killeen                     ;TX;United States;1/26/09 5:23;02/08/09 17:33
12917;01/05/09 07:37;25709;1200;Visa;54707;Manhattan                   ;NY;United States;9/26/08 4:29;02/08/09 18:42
12918;1/14/09 12:33;25710;1200;Visa;54708;Oxford;England;United Kingdom;09/11/08 23:23;02/08/09 23:00
12919;1/14/09 0:15;25711;3600;Visa;54709;Paris;Ile-de-France;France;11/28/08 0:07;02/09/09 01:30
12920;01/01/09 12:42;25712;1200;Visa;54710;Exeter;England;United Kingdom;12/15/08 1:16;02/09/09 02:52
12921;01/06/09 06:07;25713;1200;Visa;54711;Rungsted;Frederiksborg;Denmark;12/27/08 14:29;02/09/09 04:20
12922;1/15/09 5:11;25714;3600;Visa;54711;London;England;United Kingdom;07/11/06 12:43;02/09/09 04:42
12923;1/17/09 4:03;25715;1200;Visa;54701;Borja;Bohol;Philippines;1/17/09 2:45;02/09/09 06:09
12924;1/19/09 10:13;25716;3600;Mastercard;54702;London;England;United Kingdom;2/28/06 5:35;02/09/09 06:57
12925;1/18/09 9:42;25717;1200;Visa;54703;Jamestown                   ;RI;United States;1/18/09 9:22;02/09/09 08:30
12926;01/09/09 11:14;25718;1200;Visa;54704;Owings Mills                ;MD;United States;01/09/09 10:43;02/09/09 09:17
12927;01/10/09 13:42;25719;1200;Visa;54705;Hamilton;Ontario;Canada;01/10/09 12:22;02/09/09 09:54
12928;01/07/09 07:28;25720;1200;Amex;54706;Anchorage                   ;AK;United States;7/28/08 7:31;02/09/09 10:50
12929;1/18/09 6:46;25721;1200;Visa;54707;Mornington;Meath;Ireland;1/15/09 9:13;02/09/09 11:55
12930;1/30/09 12:18;25722;1200;Mastercard;54708;Fullerton                   ;CA;United States;1/26/09 13:34;02/09/09 12:53
12931;01/06/09 05:42;25723;1200;Amex;54709;Atlanta                     ;GA;United States;10/27/08 14:16;02/09/09 13:50
12932;01/02/09 10:58;25724;3600;Visa;54710;Toronto;Ontario;Canada;01/02/09 10:38;02/09/09 13:56
12933;01/08/09 03:29;25725;1200;Visa;54711;Liverpool;England;United Kingdom;12/22/08 1:41;02/09/09 14:06
12934;01/12/09 13:23;25726;3600;Amex;54711;Ponte San Nicolo;Veneto;Italy;9/13/05 8:42;02/09/09 14:09
12935;1/19/09 9:34;25727;1200;Amex;54701;Las Vegas                   ;NV;United States;05/10/08 08:56;02/09/09 16:44
12936;01/09/09 07:49;25728;1200;Visa;54702;Rochester Hills             ;MI;United States;7/28/08 7:18;02/09/09 17:41
12937;1/15/09 5:27;25729;3600;Visa;54703;North Bay;Ontario;Canada;01/06/09 17:42;02/09/09 18:22
12938;01/08/09 23:40;25730;1200;Visa;54704;Lindfield;New South Wales;Australia;01/08/09 17:52;02/09/09 18:31
12939;1/27/09 11:02;25731;1200;Mastercard;54705;Madrid;Madrid;Spain;1/24/09 8:21;02/09/09 18:42
12940;1/14/09 13:23;25732;1200;Diners;54706;Wisconsin Rapids            ;WI;United States;11/15/08 13:57;02/09/09 18:44
12941;01/07/09 20:01;25733;1200;Visa;54707;Austin                      ;TX;United States;01/06/09 19:16;02/09/09 19:56
12942;1/20/09 12:32;25734;1200;Visa;54708;Chicago                     ;IL;United States;1/16/09 19:08;02/09/09 20:42
12943;01/06/09 14:35;25735;1200;Diners;54709;Las Vegas                   ;NV;United States;12/17/08 11:59;02/09/09 22:59
12944;01/04/09 06:51;25736;1200;Visa;54710;Mullingar;Westmeath;Ireland;01/03/09 12:34;02/10/09 00:59
12945;1/24/09 18:30;25737;1200;Visa;54711;Melbourne;Victoria;Australia;7/17/08 5:19;02/10/09 02:12
12946;1/25/09 5:57;25738;1200;Amex;54711;Ayacucho;Buenos Aires;Argentina;1/24/09 9:29;02/10/09 06:38
12947;01/05/09 10:02;25739;3600;Visa;54700;Eagan                       ;MN;United States;01/05/09 09:03;02/10/09 07:29
12948;1/13/09 9:14;25740;1200;Visa;54701;Vossevangen;Hordaland;Norway;01/09/09 09:31;02/10/09 09:04
12949;1/22/09 7:35;25741;1200;Visa;54702;Ferney-Voltaire;Rhone-Alpes;France;1/22/09 6:51;02/10/09 09:18
12950;01/02/09 11:06;25742;1200;Mastercard;54703;Sevilla;Andalucia;Spain;03/12/06 15:02;02/10/09 10:04
12951;01/11/09 09:50;25743;1200;Visa;54704;Munchengosserstadt;Thuringia;Germany;01/07/09 11:45;02/10/09 10:28
12952;1/21/09 20:44;25744;1200;Mastercard;54705;Lindenhurst                 ;NY;United States;1/21/09 7:47;02/10/09 10:51
12953;01/05/09 09:09;25745;1200;Visa;54706;Bloomfield                  ;MI;United States;10/23/06 6:52;02/10/09 10:58
12954;01/05/09 12:41;25746;1200;Visa;54707;Calgary;Alberta;Canada;12/03/08 14:49;02/10/09 11:45
12955;1/28/09 12:54;25747;3600;Mastercard;54708;Vancouver;British Columbia;Canada;1/27/09 21:04;02/10/09 12:09
12956;1/21/09 4:46;25748;1200;Visa;54709;Klampenborg;Kobenhavn;Denmark;06/10/08 11:25;02/10/09 12:22
12957;01/07/09 13:28;25749;1200;Visa;54710;Calne;England;United Kingdom;01/04/09 13:07;02/10/09 12:39
12958;1/27/09 11:18;25750;3600;Amex;54711;Los Angeles                 ;CA;United States;1/23/09 11:47;02/10/09 13:09
12959;01/07/09 12:39;25751;3600;Visa;54701;Milano;Lombardy;Italy;06/02/06 13:01;02/10/09 13:19
12960;1/24/09 13:54;25752;3600;Mastercard;54702;Kloten;Zurich;Switzerland;1/24/09 12:30;02/10/09 13:47
12961;1/30/09 6:48;25753;1200;Mastercard;54703;Fayetteville                ;NC;United States;1/30/09 4:51;02/10/09 14:41
12962;1/22/09 18:07;25754;1200;Visa;54704;Simpsonville                ;SC;United States;01/06/09 16:59;02/10/09 15:30
12963;1/29/09 15:03;25755;1200;Visa;54705;Auckland;Auckland;New Zealand;02/09/06 11:14;02/10/09 16:31
12964;01/02/09 14:14;25678;1200;Diners;54706;Reading;England;United Kingdom;11/16/08 15:49;02/10/09 16:38
12965;1/19/09 11:05;25679;1200;Visa;54707;North Caldwell              ;NJ;United States;10/03/08 05:55;02/10/09 18:16
12966;1/28/09 16:17;25680;1200;Mastercard;54708;Coventry;England;United Kingdom;1/28/09 15:59;02/10/09 19:55
12967;01/08/09 12:46;25681;1200;Mastercard;54709;Orillia;Ontario;Canada;12/16/08 22:57;02/10/09 22:11
12968;1/29/09 16:07;25682;1200;Diners;54710;Paris;Ile-de-France;France;1/29/09 15:45;02/10/09 22:24
12969;1/29/09 13:41;25683;1200;Visa;54711;San Jose                    ;CA;United States;1/14/04 21:59;02/10/09 23:58
12970;01/08/09 06:29;25684;1200;Visa;54712;Ingelheim-Mitte;Rhineland-Palatinate;Germany;3/24/06 6:21;02/10/09 23:59
12971;01/04/09 12:53;25685;1200;Diners;54713;Leamington Spa;England;United Kingdom;12/11/08 07:35;02/11/09 00:04
12972;1/14/09 12:55;25686;1200;Visa;54714;Regensdorf;Zurich;Switzerland;01/11/09 10:36;02/11/09 01:58
12973;1/14/09 6:35;25687;1200;Visa;54715;Melbourne;Victoria;Australia;7/25/08 7:02;02/11/09 02:05
12974;1/27/09 13:08;25688;1200;Mastercard;54716;Geneve;Geneve;Switzerland;05/09/08 08:50;02/11/09 02:19
12975;1/31/09 23:09;25689;1200;Diners;54717;Vaucluse;New South Wales;Australia;9/13/04 22:55;02/11/09 03:09
12976;1/21/09 14:34;25690;1200;Mastercard;54718;Klosterneuburg;Lower Austria;Austria;1/21/09 14:12;02/11/09 03:19
12977;1/16/09 8:28;25691;1200;Visa;54719;Rancho Cordova              ;CA;United States;01/09/09 12:13;02/11/09 08:34
12978;01/11/09 09:55;25692;1200;Visa;54720;Creemore;Ontario;Canada;01/10/09 07:14;02/11/09 08:45
12979;01/08/09 02:46;25693;1200;Mastercard;54721;Sidcup;England;United Kingdom;11/26/07 16:44;02/11/09 11:00
12980;1/26/09 7:11;25694;1200;Visa;54722;Minneapolis                 ;MN;United States;11/22/08 21:06;02/11/09 11:35
12981;1/31/09 5:39;25695;3600;Mastercard;54723;Phoenix                     ;MD;United States;10/05/04 04:37;02/11/09 11:45
12982;01/09/09 08:35;25696;1200;Amex;54724;Edmonton;Alberta;Canada;01/08/09 14:14;02/11/09 14:26
12983;1/24/09 3:25;25697;1200;Visa;54725;Lyndoch;South Australia;Australia;9/26/08 19:23;02/11/09 15:05
12984;1/26/09 8:45;25698;1200;Visa;54726;Larchmont                   ;NY;United States;2/15/06 17:21;02/11/09 17:12
12985;1/23/09 10:45;25699;1200;Visa;54727;Saint Charles               ;IL;United States;1/23/09 8:46;02/11/09 17:57
12986;1/28/09 8:50;25700;1200;Visa;54728;Brentwood                   ;TN;United States;1/28/09 8:42;02/11/09 18:41
12987;1/15/09 19:10;25701;3600;Diners;54729;Pensacola                   ;FL;United States;12/29/05 21:33;02/11/09 18:53
12988;01/09/09 20:25;25702;1200;Diners;54730;Kelowna;British Columbia;Canada;01/09/09 14:20;02/11/09 20:19
12989;1/15/09 21:53;25703;1200;Visa;54731;Toronto;Ontario;Canada;01/01/09 18:01;02/11/09 21:01
12990;01/12/09 00:17;25704;1200;Mastercard;54732;Brondby Strand;Kobenhavn;Denmark;01/07/09 23:40;02/11/09 22:23
12991;1/25/09 10:32;25705;1200;Mastercard;54733;Florence;Tuscany;Italy;1/23/09 4:46;02/12/09 02:22
12992;01/12/09 23:35;25706;1200;Visa;54734;Perth;Western Australia;Australia;05/08/06 23:41;02/12/09 03:46
12993;01/11/09 06:09;25707;1200;Amex;54735;Saint Petersburg            ;FL;United States;11/08/08 04:07;02/12/09 04:41
12994;01/03/09 13:35;25708;1200;Mastercard;54736;Aubonne;Vaud;Switzerland;8/15/08 4:02;02/12/09 05:17
12995;1/18/09 11:03;25709;3600;Amex;54737;Gava;Catalonia;Spain;1/18/09 6:16;02/12/09 07:35
12996;01/05/09 18:55;25710;1200;Visa;54738;Mc Lean                     ;VA;United States;04/03/08 16:57;02/12/09 10:25
12997;01/02/09 18:54;25711;1200;Mastercard;54739;Hendersonville              ;TN;United States;12/07/08 04:51;02/12/09 11:31
12998;1/13/09 14:44;25712;3600;Visa;54740;Zurich;Zurich;Switzerland;12/14/08 10:19;02/12/09 12:08
12999;01/04/09 04:05;25713;1200;Mastercard;54741;Watford;England;United Kingdom;12/31/08 8:33;02/12/09 12:29
13000;1/27/09 12:47;25714;1200;Visa;54742;Amsterdam;Noord-Holland;Netherlands;1/27/09 12:03;02/12/09 12:59
13001;1/22/09 6:51;25715;1200;Visa;54743;Rochester Hills             ;MI;United States;1/22/09 5:54;02/12/09 13:01
13002;01/01/09 21:40;25716;1200;Mastercard;54744;Anglesea;Victoria;Australia;10/20/08 18:27;02/12/09 14:58
13003;1/27/09 18:06;25717;1200;Visa;54745;Killarney;New Providence;The Bahamas;1/13/09 18:22;02/12/09 19:28
13004;01/10/09 14:59;25718;1200;Amex;54746;Malibu                      ;CA;United States;01/10/09 14:47;02/12/09 19:39
13005;1/26/09 15:42;25719;1200;Visa;54747;Allen                       ;TX;United States;1/26/09 14:38;02/12/09 22:41
13006;01/12/09 14:37;25720;1200;Mastercard;54748;Evires;Rhone-Alpes;France;01/12/09 07:47;02/12/09 23:49
13007;1/16/09 7:58;25721;1200;Amex;54749;Den Haag;Zuid-Holland;Netherlands;9/30/07 4:03;2/13/09 3:05
13008;1/22/09 14:32;25722;1200;Visa;54750;Perth City;Western Australia;Australia;09/05/08 07:18;2/13/09 3:50
13009;1/19/09 6:50;25723;1200;Visa;54751;Redruth;England;United Kingdom;01/06/09 13:29;2/13/09 4:27
13010;1/24/09 11:54;25724;1200;Visa;54752;Bruxelles;Brussels (Bruxelles);Belgium;1/24/09 10:47;2/13/09 6:39
13011;1/13/09 13:36;25725;1200;Visa;54753;London;England;United Kingdom;5/16/06 9:10;2/13/09 6:41
